image_id,person,path
076439.jpg,5274,..\datasets\train\076439_aligned.jpg
124522.jpg,2158,..\datasets\train\124522_aligned.jpg
135611.jpg,3600,..\datasets\train\135611_aligned.jpg
054303.jpg,4801,..\datasets\train\054303_aligned.jpg
093654.jpg,7845,..\datasets\train\093654_aligned.jpg
175640.jpg,1999,..\datasets\train\175640_aligned.jpg
052959.jpg,6152,..\datasets\train\052959_aligned.jpg
059802.jpg,7519,..\datasets\train\059802_aligned.jpg
020571.jpg,924,..\datasets\train\020571_aligned.jpg
033857.jpg,5423,..\datasets\train\033857_aligned.jpg
167130.jpg,971,..\datasets\train\167130_aligned.jpg
045282.jpg,1998,..\datasets\train\045282_aligned.jpg
004656.jpg,1711,..\datasets\train\004656_aligned.jpg
187118.jpg,8395,..\datasets\train\187118_aligned.jpg
154216.jpg,9944,..\datasets\train\154216_aligned.jpg
005537.jpg,5303,..\datasets\train\005537_aligned.jpg
043346.jpg,3410,..\datasets\train\043346_aligned.jpg
130237.jpg,3081,..\datasets\train\130237_aligned.jpg
167878.jpg,4558,..\datasets\train\167878_aligned.jpg
073565.jpg,8032,..\datasets\train\073565_aligned.jpg
105073.jpg,4172,..\datasets\train\105073_aligned.jpg
196550.jpg,6172,..\datasets\train\196550_aligned.jpg
103194.jpg,6556,..\datasets\train\103194_aligned.jpg
113086.jpg,1341,..\datasets\train\113086_aligned.jpg
191772.jpg,5426,..\datasets\train\191772_aligned.jpg
163007.jpg,4518,..\datasets\train\163007_aligned.jpg
129611.jpg,4514,..\datasets\train\129611_aligned.jpg
117964.jpg,10044,..\datasets\train\117964_aligned.jpg
003248.jpg,2243,..\datasets\train\003248_aligned.jpg
029606.jpg,1261,..\datasets\train\029606_aligned.jpg
008523.jpg,7850,..\datasets\train\008523_aligned.jpg
073107.jpg,7850,..\datasets\train\073107_aligned.jpg
132108.jpg,9123,..\datasets\train\132108_aligned.jpg
075489.jpg,9915,..\datasets\train\075489_aligned.jpg
137917.jpg,3080,..\datasets\train\137917_aligned.jpg
200007.jpg,10090,..\datasets\train\200007_aligned.jpg
068323.jpg,3959,..\datasets\train\068323_aligned.jpg
011214.jpg,5951,..\datasets\train\011214_aligned.jpg
018055.jpg,5329,..\datasets\train\018055_aligned.jpg
064765.jpg,2955,..\datasets\train\064765_aligned.jpg
029196.jpg,305,..\datasets\train\029196_aligned.jpg
139297.jpg,8127,..\datasets\train\139297_aligned.jpg
201572.jpg,9983,..\datasets\train\201572_aligned.jpg
160095.jpg,4357,..\datasets\train\160095_aligned.jpg
056491.jpg,5250,..\datasets\train\056491_aligned.jpg
010500.jpg,1639,..\datasets\train\010500_aligned.jpg
105796.jpg,5552,..\datasets\train\105796_aligned.jpg
192779.jpg,5563,..\datasets\train\192779_aligned.jpg
135561.jpg,2155,..\datasets\train\135561_aligned.jpg
101281.jpg,9821,..\datasets\train\101281_aligned.jpg
077884.jpg,977,..\datasets\train\077884_aligned.jpg
076868.jpg,8796,..\datasets\train\076868_aligned.jpg
025401.jpg,3957,..\datasets\train\025401_aligned.jpg
173376.jpg,2279,..\datasets\train\173376_aligned.jpg
080338.jpg,4976,..\datasets\train\080338_aligned.jpg
079458.jpg,3280,..\datasets\train\079458_aligned.jpg
012674.jpg,5313,..\datasets\train\012674_aligned.jpg
051158.jpg,5200,..\datasets\train\051158_aligned.jpg
112193.jpg,5293,..\datasets\train\112193_aligned.jpg
081785.jpg,2219,..\datasets\train\081785_aligned.jpg
078229.jpg,2573,..\datasets\train\078229_aligned.jpg
057898.jpg,1371,..\datasets\train\057898_aligned.jpg
071935.jpg,1493,..\datasets\train\071935_aligned.jpg
025750.jpg,1817,..\datasets\train\025750_aligned.jpg
135049.jpg,7260,..\datasets\train\135049_aligned.jpg
021805.jpg,3708,..\datasets\train\021805_aligned.jpg
080240.jpg,9848,..\datasets\train\080240_aligned.jpg
186732.jpg,8861,..\datasets\train\186732_aligned.jpg
010894.jpg,3084,..\datasets\train\010894_aligned.jpg
005403.jpg,4236,..\datasets\train\005403_aligned.jpg
142569.jpg,1261,..\datasets\train\142569_aligned.jpg
186151.jpg,10090,..\datasets\train\186151_aligned.jpg
177368.jpg,2411,..\datasets\train\177368_aligned.jpg
195228.jpg,8793,..\datasets\train\195228_aligned.jpg
012431.jpg,10127,..\datasets\train\012431_aligned.jpg
012278.jpg,5896,..\datasets\train\012278_aligned.jpg
131861.jpg,487,..\datasets\train\131861_aligned.jpg
141409.jpg,7524,..\datasets\train\141409_aligned.jpg
053959.jpg,2892,..\datasets\train\053959_aligned.jpg
129596.jpg,3090,..\datasets\train\129596_aligned.jpg
006524.jpg,4811,..\datasets\train\006524_aligned.jpg
087288.jpg,8796,..\datasets\train\087288_aligned.jpg
188918.jpg,4931,..\datasets\train\188918_aligned.jpg
138718.jpg,2909,..\datasets\train\138718_aligned.jpg
130597.jpg,3959,..\datasets\train\130597_aligned.jpg
047766.jpg,7309,..\datasets\train\047766_aligned.jpg
007395.jpg,1634,..\datasets\train\007395_aligned.jpg
006051.jpg,2861,..\datasets\train\006051_aligned.jpg
112847.jpg,1842,..\datasets\train\112847_aligned.jpg
027237.jpg,9923,..\datasets\train\027237_aligned.jpg
138132.jpg,7422,..\datasets\train\138132_aligned.jpg
112600.jpg,8834,..\datasets\train\112600_aligned.jpg
191030.jpg,9755,..\datasets\train\191030_aligned.jpg
039872.jpg,1888,..\datasets\train\039872_aligned.jpg
132465.jpg,5187,..\datasets\train\132465_aligned.jpg
168264.jpg,1059,..\datasets\train\168264_aligned.jpg
042337.jpg,3407,..\datasets\train\042337_aligned.jpg
129394.jpg,5902,..\datasets\train\129394_aligned.jpg
020914.jpg,3600,..\datasets\train\020914_aligned.jpg
108610.jpg,6718,..\datasets\train\108610_aligned.jpg
054886.jpg,1591,..\datasets\train\054886_aligned.jpg
072428.jpg,2097,..\datasets\train\072428_aligned.jpg
171264.jpg,114,..\datasets\train\171264_aligned.jpg
184861.jpg,5328,..\datasets\train\184861_aligned.jpg
189817.jpg,8630,..\datasets\train\189817_aligned.jpg
018756.jpg,6921,..\datasets\train\018756_aligned.jpg
138305.jpg,4686,..\datasets\train\138305_aligned.jpg
194957.jpg,10077,..\datasets\train\194957_aligned.jpg
146640.jpg,9669,..\datasets\train\146640_aligned.jpg
018806.jpg,6371,..\datasets\train\018806_aligned.jpg
033558.jpg,9669,..\datasets\train\033558_aligned.jpg
053148.jpg,3181,..\datasets\train\053148_aligned.jpg
190953.jpg,5563,..\datasets\train\190953_aligned.jpg
179141.jpg,4670,..\datasets\train\179141_aligned.jpg
042277.jpg,8275,..\datasets\train\042277_aligned.jpg
164980.jpg,4643,..\datasets\train\164980_aligned.jpg
015382.jpg,9211,..\datasets\train\015382_aligned.jpg
000412.jpg,147,..\datasets\train\000412_aligned.jpg
021464.jpg,6397,..\datasets\train\021464_aligned.jpg
135182.jpg,2572,..\datasets\train\135182_aligned.jpg
044549.jpg,6438,..\datasets\train\044549_aligned.jpg
190569.jpg,8787,..\datasets\train\190569_aligned.jpg
046814.jpg,4879,..\datasets\train\046814_aligned.jpg
139811.jpg,4496,..\datasets\train\139811_aligned.jpg
076655.jpg,1394,..\datasets\train\076655_aligned.jpg
142518.jpg,9821,..\datasets\train\142518_aligned.jpg
089194.jpg,1088,..\datasets\train\089194_aligned.jpg
125253.jpg,5932,..\datasets\train\125253_aligned.jpg
005754.jpg,5200,..\datasets\train\005754_aligned.jpg
133550.jpg,5291,..\datasets\train\133550_aligned.jpg
106800.jpg,6308,..\datasets\train\106800_aligned.jpg
009399.jpg,7256,..\datasets\train\009399_aligned.jpg
034891.jpg,5414,..\datasets\train\034891_aligned.jpg
008829.jpg,6232,..\datasets\train\008829_aligned.jpg
103975.jpg,7086,..\datasets\train\103975_aligned.jpg
194387.jpg,6447,..\datasets\train\194387_aligned.jpg
125551.jpg,4119,..\datasets\train\125551_aligned.jpg
158758.jpg,9184,..\datasets\train\158758_aligned.jpg
180173.jpg,971,..\datasets\train\180173_aligned.jpg
142764.jpg,6110,..\datasets\train\142764_aligned.jpg
016716.jpg,7260,..\datasets\train\016716_aligned.jpg
200836.jpg,7488,..\datasets\train\200836_aligned.jpg
171706.jpg,3826,..\datasets\train\171706_aligned.jpg
063170.jpg,2083,..\datasets\train\063170_aligned.jpg
169380.jpg,1198,..\datasets\train\169380_aligned.jpg
078906.jpg,8430,..\datasets\train\078906_aligned.jpg
015004.jpg,1382,..\datasets\train\015004_aligned.jpg
122318.jpg,2938,..\datasets\train\122318_aligned.jpg
022087.jpg,9711,..\datasets\train\022087_aligned.jpg
023489.jpg,4288,..\datasets\train\023489_aligned.jpg
037220.jpg,59,..\datasets\train\037220_aligned.jpg
001061.jpg,1221,..\datasets\train\001061_aligned.jpg
189985.jpg,5169,..\datasets\train\189985_aligned.jpg
098318.jpg,2219,..\datasets\train\098318_aligned.jpg
032029.jpg,3324,..\datasets\train\032029_aligned.jpg
122441.jpg,3407,..\datasets\train\122441_aligned.jpg
029314.jpg,8896,..\datasets\train\029314_aligned.jpg
057447.jpg,10029,..\datasets\train\057447_aligned.jpg
019370.jpg,8856,..\datasets\train\019370_aligned.jpg
084560.jpg,10130,..\datasets\train\084560_aligned.jpg
022834.jpg,9950,..\datasets\train\022834_aligned.jpg
153422.jpg,4687,..\datasets\train\153422_aligned.jpg
056525.jpg,9821,..\datasets\train\056525_aligned.jpg
071235.jpg,4304,..\datasets\train\071235_aligned.jpg
052018.jpg,2295,..\datasets\train\052018_aligned.jpg
168600.jpg,56,..\datasets\train\168600_aligned.jpg
056092.jpg,1335,..\datasets\train\056092_aligned.jpg
025141.jpg,1725,..\datasets\train\025141_aligned.jpg
189391.jpg,5431,..\datasets\train\189391_aligned.jpg
157380.jpg,3035,..\datasets\train\157380_aligned.jpg
129213.jpg,4514,..\datasets\train\129213_aligned.jpg
185139.jpg,6824,..\datasets\train\185139_aligned.jpg
057548.jpg,66,..\datasets\train\057548_aligned.jpg
037819.jpg,10060,..\datasets\train\037819_aligned.jpg
080036.jpg,1209,..\datasets\train\080036_aligned.jpg
072316.jpg,8712,..\datasets\train\072316_aligned.jpg
014832.jpg,2965,..\datasets\train\014832_aligned.jpg
191488.jpg,6267,..\datasets\train\191488_aligned.jpg
150919.jpg,1301,..\datasets\train\150919_aligned.jpg
021850.jpg,5310,..\datasets\train\021850_aligned.jpg
179290.jpg,3556,..\datasets\train\179290_aligned.jpg
169598.jpg,2398,..\datasets\train\169598_aligned.jpg
000901.jpg,6163,..\datasets\train\000901_aligned.jpg
157546.jpg,2573,..\datasets\train\157546_aligned.jpg
005785.jpg,8739,..\datasets\train\005785_aligned.jpg
166688.jpg,499,..\datasets\train\166688_aligned.jpg
060766.jpg,1842,..\datasets\train\060766_aligned.jpg
199152.jpg,5431,..\datasets\train\199152_aligned.jpg
023955.jpg,6994,..\datasets\train\023955_aligned.jpg
123465.jpg,7513,..\datasets\train\123465_aligned.jpg
180922.jpg,468,..\datasets\train\180922_aligned.jpg
055299.jpg,2083,..\datasets\train\055299_aligned.jpg
163669.jpg,1641,..\datasets\train\163669_aligned.jpg
085083.jpg,4981,..\datasets\train\085083_aligned.jpg
041614.jpg,3438,..\datasets\train\041614_aligned.jpg
036699.jpg,7294,..\datasets\train\036699_aligned.jpg
044439.jpg,8189,..\datasets\train\044439_aligned.jpg
158559.jpg,6449,..\datasets\train\158559_aligned.jpg
010777.jpg,9924,..\datasets\train\010777_aligned.jpg
085468.jpg,2141,..\datasets\train\085468_aligned.jpg
158333.jpg,8746,..\datasets\train\158333_aligned.jpg
183357.jpg,7883,..\datasets\train\183357_aligned.jpg
038204.jpg,7418,..\datasets\train\038204_aligned.jpg
123790.jpg,343,..\datasets\train\123790_aligned.jpg
081247.jpg,10044,..\datasets\train\081247_aligned.jpg
081451.jpg,5126,..\datasets\train\081451_aligned.jpg
194271.jpg,8499,..\datasets\train\194271_aligned.jpg
164661.jpg,1090,..\datasets\train\164661_aligned.jpg
037106.jpg,4102,..\datasets\train\037106_aligned.jpg
148508.jpg,1951,..\datasets\train\148508_aligned.jpg
185725.jpg,8861,..\datasets\train\185725_aligned.jpg
065960.jpg,6415,..\datasets\train\065960_aligned.jpg
029290.jpg,4450,..\datasets\train\029290_aligned.jpg
198810.jpg,8736,..\datasets\train\198810_aligned.jpg
006107.jpg,6955,..\datasets\train\006107_aligned.jpg
007657.jpg,3469,..\datasets\train\007657_aligned.jpg
198457.jpg,6472,..\datasets\train\198457_aligned.jpg
091398.jpg,9682,..\datasets\train\091398_aligned.jpg
140578.jpg,5147,..\datasets\train\140578_aligned.jpg
201073.jpg,5768,..\datasets\train\201073_aligned.jpg
178485.jpg,4861,..\datasets\train\178485_aligned.jpg
145325.jpg,2015,..\datasets\train\145325_aligned.jpg
178216.jpg,1999,..\datasets\train\178216_aligned.jpg
008712.jpg,8708,..\datasets\train\008712_aligned.jpg
193109.jpg,5228,..\datasets\train\193109_aligned.jpg
075597.jpg,2295,..\datasets\train\075597_aligned.jpg
068873.jpg,9187,..\datasets\train\068873_aligned.jpg
022212.jpg,3119,..\datasets\train\022212_aligned.jpg
171330.jpg,4560,..\datasets\train\171330_aligned.jpg
120217.jpg,4473,..\datasets\train\120217_aligned.jpg
121760.jpg,7083,..\datasets\train\121760_aligned.jpg
084672.jpg,2155,..\datasets\train\084672_aligned.jpg
147760.jpg,5313,..\datasets\train\147760_aligned.jpg
036340.jpg,7867,..\datasets\train\036340_aligned.jpg
010494.jpg,1565,..\datasets\train\010494_aligned.jpg
134996.jpg,3248,..\datasets\train\134996_aligned.jpg
118649.jpg,5157,..\datasets\train\118649_aligned.jpg
193738.jpg,9755,..\datasets\train\193738_aligned.jpg
199221.jpg,10077,..\datasets\train\199221_aligned.jpg
128190.jpg,8454,..\datasets\train\128190_aligned.jpg
086942.jpg,4664,..\datasets\train\086942_aligned.jpg
198751.jpg,6421,..\datasets\train\198751_aligned.jpg
028877.jpg,2334,..\datasets\train\028877_aligned.jpg
155696.jpg,8940,..\datasets\train\155696_aligned.jpg
090387.jpg,7126,..\datasets\train\090387_aligned.jpg
037910.jpg,6127,..\datasets\train\037910_aligned.jpg
193125.jpg,9014,..\datasets\train\193125_aligned.jpg
010893.jpg,7233,..\datasets\train\010893_aligned.jpg
193616.jpg,9014,..\datasets\train\193616_aligned.jpg
075130.jpg,6988,..\datasets\train\075130_aligned.jpg
192467.jpg,7282,..\datasets\train\192467_aligned.jpg
035100.jpg,5195,..\datasets\train\035100_aligned.jpg
014328.jpg,6397,..\datasets\train\014328_aligned.jpg
011320.jpg,3010,..\datasets\train\011320_aligned.jpg
131527.jpg,3438,..\datasets\train\131527_aligned.jpg
113694.jpg,5549,..\datasets\train\113694_aligned.jpg
178508.jpg,2398,..\datasets\train\178508_aligned.jpg
101364.jpg,1696,..\datasets\train\101364_aligned.jpg
040844.jpg,1568,..\datasets\train\040844_aligned.jpg
099513.jpg,8672,..\datasets\train\099513_aligned.jpg
181007.jpg,1198,..\datasets\train\181007_aligned.jpg
072669.jpg,7119,..\datasets\train\072669_aligned.jpg
078971.jpg,8854,..\datasets\train\078971_aligned.jpg
076372.jpg,3469,..\datasets\train\076372_aligned.jpg
159856.jpg,4974,..\datasets\train\159856_aligned.jpg
093904.jpg,3145,..\datasets\train\093904_aligned.jpg
085947.jpg,2573,..\datasets\train\085947_aligned.jpg
053832.jpg,5827,..\datasets\train\053832_aligned.jpg
184804.jpg,6299,..\datasets\train\184804_aligned.jpg
049698.jpg,4974,..\datasets\train\049698_aligned.jpg
011400.jpg,10130,..\datasets\train\011400_aligned.jpg
151464.jpg,9886,..\datasets\train\151464_aligned.jpg
173018.jpg,2246,..\datasets\train\173018_aligned.jpg
125381.jpg,8431,..\datasets\train\125381_aligned.jpg
099000.jpg,8971,..\datasets\train\099000_aligned.jpg
139588.jpg,9987,..\datasets\train\139588_aligned.jpg
087039.jpg,8705,..\datasets\train\087039_aligned.jpg
026055.jpg,4988,..\datasets\train\026055_aligned.jpg
141253.jpg,6385,..\datasets\train\141253_aligned.jpg
009006.jpg,8971,..\datasets\train\009006_aligned.jpg
041658.jpg,6058,..\datasets\train\041658_aligned.jpg
192841.jpg,6324,..\datasets\train\192841_aligned.jpg
001320.jpg,5932,..\datasets\train\001320_aligned.jpg
163414.jpg,192,..\datasets\train\163414_aligned.jpg
062695.jpg,1726,..\datasets\train\062695_aligned.jpg
176582.jpg,4911,..\datasets\train\176582_aligned.jpg
197493.jpg,8241,..\datasets\train\197493_aligned.jpg
138056.jpg,7764,..\datasets\train\138056_aligned.jpg
186785.jpg,9728,..\datasets\train\186785_aligned.jpg
000746.jpg,1566,..\datasets\train\000746_aligned.jpg
171622.jpg,1440,..\datasets\train\171622_aligned.jpg
059153.jpg,10096,..\datasets\train\059153_aligned.jpg
081076.jpg,4258,..\datasets\train\081076_aligned.jpg
158377.jpg,6363,..\datasets\train\158377_aligned.jpg
029404.jpg,4721,..\datasets\train\029404_aligned.jpg
034490.jpg,9087,..\datasets\train\034490_aligned.jpg
051344.jpg,4821,..\datasets\train\051344_aligned.jpg
097239.jpg,1568,..\datasets\train\097239_aligned.jpg
065072.jpg,5350,..\datasets\train\065072_aligned.jpg
199288.jpg,5774,..\datasets\train\199288_aligned.jpg
003463.jpg,5679,..\datasets\train\003463_aligned.jpg
032054.jpg,5313,..\datasets\train\032054_aligned.jpg
101266.jpg,3203,..\datasets\train\101266_aligned.jpg
150809.jpg,7178,..\datasets\train\150809_aligned.jpg
049839.jpg,7004,..\datasets\train\049839_aligned.jpg
148324.jpg,5240,..\datasets\train\148324_aligned.jpg
012209.jpg,6418,..\datasets\train\012209_aligned.jpg
170495.jpg,4518,..\datasets\train\170495_aligned.jpg
090666.jpg,5291,..\datasets\train\090666_aligned.jpg
034928.jpg,7124,..\datasets\train\034928_aligned.jpg
190790.jpg,6230,..\datasets\train\190790_aligned.jpg
106194.jpg,6155,..\datasets\train\106194_aligned.jpg
121344.jpg,2861,..\datasets\train\121344_aligned.jpg
022194.jpg,4828,..\datasets\train\022194_aligned.jpg
053637.jpg,4136,..\datasets\train\053637_aligned.jpg
020822.jpg,742,..\datasets\train\020822_aligned.jpg
199025.jpg,7397,..\datasets\train\199025_aligned.jpg
005620.jpg,10134,..\datasets\train\005620_aligned.jpg
181499.jpg,2374,..\datasets\train\181499_aligned.jpg
094153.jpg,562,..\datasets\train\094153_aligned.jpg
010965.jpg,8189,..\datasets\train\010965_aligned.jpg
106606.jpg,6236,..\datasets\train\106606_aligned.jpg
186572.jpg,10157,..\datasets\train\186572_aligned.jpg
172466.jpg,2987,..\datasets\train\172466_aligned.jpg
014218.jpg,6876,..\datasets\train\014218_aligned.jpg
001299.jpg,9923,..\datasets\train\001299_aligned.jpg
004285.jpg,5346,..\datasets\train\004285_aligned.jpg
014318.jpg,1194,..\datasets\train\014318_aligned.jpg
136583.jpg,8987,..\datasets\train\136583_aligned.jpg
178609.jpg,1415,..\datasets\train\178609_aligned.jpg
164054.jpg,4210,..\datasets\train\164054_aligned.jpg
150864.jpg,1960,..\datasets\train\150864_aligned.jpg
049972.jpg,8692,..\datasets\train\049972_aligned.jpg
039236.jpg,6439,..\datasets\train\039236_aligned.jpg
126661.jpg,7460,..\datasets\train\126661_aligned.jpg
036089.jpg,2249,..\datasets\train\036089_aligned.jpg
072671.jpg,7315,..\datasets\train\072671_aligned.jpg
084551.jpg,6562,..\datasets\train\084551_aligned.jpg
056052.jpg,5694,..\datasets\train\056052_aligned.jpg
089086.jpg,8654,..\datasets\train\089086_aligned.jpg
004511.jpg,6679,..\datasets\train\004511_aligned.jpg
016904.jpg,6202,..\datasets\train\016904_aligned.jpg
071949.jpg,9711,..\datasets\train\071949_aligned.jpg
156101.jpg,8845,..\datasets\train\156101_aligned.jpg
160955.jpg,3569,..\datasets\train\160955_aligned.jpg
047605.jpg,3248,..\datasets\train\047605_aligned.jpg
172295.jpg,2973,..\datasets\train\172295_aligned.jpg
018924.jpg,3166,..\datasets\train\018924_aligned.jpg
042913.jpg,1842,..\datasets\train\042913_aligned.jpg
073911.jpg,1382,..\datasets\train\073911_aligned.jpg
005423.jpg,8390,..\datasets\train\005423_aligned.jpg
025952.jpg,8898,..\datasets\train\025952_aligned.jpg
077438.jpg,1639,..\datasets\train\077438_aligned.jpg
148286.jpg,5173,..\datasets\train\148286_aligned.jpg
073852.jpg,4031,..\datasets\train\073852_aligned.jpg
174847.jpg,2411,..\datasets\train\174847_aligned.jpg
018840.jpg,1393,..\datasets\train\018840_aligned.jpg
050449.jpg,1377,..\datasets\train\050449_aligned.jpg
110928.jpg,4664,..\datasets\train\110928_aligned.jpg
047424.jpg,9056,..\datasets\train\047424_aligned.jpg
104384.jpg,8944,..\datasets\train\104384_aligned.jpg
180094.jpg,2496,..\datasets\train\180094_aligned.jpg
144358.jpg,2761,..\datasets\train\144358_aligned.jpg
182705.jpg,9737,..\datasets\train\182705_aligned.jpg
025473.jpg,7240,..\datasets\train\025473_aligned.jpg
016823.jpg,742,..\datasets\train\016823_aligned.jpg
097884.jpg,5609,..\datasets\train\097884_aligned.jpg
007480.jpg,8386,..\datasets\train\007480_aligned.jpg
000538.jpg,10029,..\datasets\train\000538_aligned.jpg
153609.jpg,8746,..\datasets\train\153609_aligned.jpg
051784.jpg,6412,..\datasets\train\051784_aligned.jpg
025588.jpg,4959,..\datasets\train\025588_aligned.jpg
090330.jpg,4981,..\datasets\train\090330_aligned.jpg
193953.jpg,8880,..\datasets\train\193953_aligned.jpg
120771.jpg,8430,..\datasets\train\120771_aligned.jpg
177760.jpg,2496,..\datasets\train\177760_aligned.jpg
131244.jpg,6119,..\datasets\train\131244_aligned.jpg
166748.jpg,1027,..\datasets\train\166748_aligned.jpg
056723.jpg,2353,..\datasets\train\056723_aligned.jpg
032863.jpg,2015,..\datasets\train\032863_aligned.jpg
126847.jpg,7260,..\datasets\train\126847_aligned.jpg
015301.jpg,9848,..\datasets\train\015301_aligned.jpg
152391.jpg,4258,..\datasets\train\152391_aligned.jpg
000001.jpg,2880,..\datasets\train\000001_aligned.jpg
006684.jpg,2314,..\datasets\train\006684_aligned.jpg
043516.jpg,4686,..\datasets\train\043516_aligned.jpg
078504.jpg,9028,..\datasets\train\078504_aligned.jpg
101112.jpg,2429,..\datasets\train\101112_aligned.jpg
129397.jpg,7418,..\datasets\train\129397_aligned.jpg
194947.jpg,5298,..\datasets\train\194947_aligned.jpg
134193.jpg,9001,..\datasets\train\134193_aligned.jpg
194316.jpg,9456,..\datasets\train\194316_aligned.jpg
142193.jpg,7067,..\datasets\train\142193_aligned.jpg
119256.jpg,2813,..\datasets\train\119256_aligned.jpg
116029.jpg,6645,..\datasets\train\116029_aligned.jpg
067601.jpg,7755,..\datasets\train\067601_aligned.jpg
189457.jpg,8406,..\datasets\train\189457_aligned.jpg
029742.jpg,6152,..\datasets\train\029742_aligned.jpg
090516.jpg,4842,..\datasets\train\090516_aligned.jpg
171942.jpg,2122,..\datasets\train\171942_aligned.jpg
142942.jpg,1382,..\datasets\train\142942_aligned.jpg
104289.jpg,1301,..\datasets\train\104289_aligned.jpg
197640.jpg,5226,..\datasets\train\197640_aligned.jpg
193330.jpg,10025,..\datasets\train\193330_aligned.jpg
117218.jpg,2572,..\datasets\train\117218_aligned.jpg
086102.jpg,9693,..\datasets\train\086102_aligned.jpg
076392.jpg,5485,..\datasets\train\076392_aligned.jpg
027625.jpg,5346,..\datasets\train\027625_aligned.jpg
005824.jpg,1261,..\datasets\train\005824_aligned.jpg
096472.jpg,1888,..\datasets\train\096472_aligned.jpg
190594.jpg,6567,..\datasets\train\190594_aligned.jpg
188524.jpg,5325,..\datasets\train\188524_aligned.jpg
181361.jpg,2020,..\datasets\train\181361_aligned.jpg
184684.jpg,6424,..\datasets\train\184684_aligned.jpg
059497.jpg,6596,..\datasets\train\059497_aligned.jpg
140489.jpg,6012,..\datasets\train\140489_aligned.jpg
081492.jpg,142,..\datasets\train\081492_aligned.jpg
103933.jpg,8636,..\datasets\train\103933_aligned.jpg
030030.jpg,2425,..\datasets\train\030030_aligned.jpg
185543.jpg,9456,..\datasets\train\185543_aligned.jpg
023393.jpg,5953,..\datasets\train\023393_aligned.jpg
042285.jpg,5495,..\datasets\train\042285_aligned.jpg
063251.jpg,3317,..\datasets\train\063251_aligned.jpg
